Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Dynamic multi-dimensional data structures based on quad- and k—d trees","Acta Informatica","","17","3","10.1007/BF00264354","Mark H. OvermarsJan van Leeuwen","1982","http://link.springer.com/article/10.1007/BF00264354","Article"
"Optimal disk merge patterns","Acta Informatica","","3","1","10.1007/BF00288649","Maurice SchlumbergerJean Vuillemin","1973","http://link.springer.com/article/10.1007/BF00288649","Article"
"Expressiveness and Efficient Analysis of Stochastic Well-Formed Nets","Applications and Theory of Petri Nets 2005","","","","10.1007/11494744_1","Giuliana Franceschinis","2005","http://link.springer.com/chapter/10.1007/11494744_1","Chapter"
"Normal forms for context-sensitive grammars","Acta Informatica","","3","1","10.1007/BF00288653","Dr. A. B. Cremers","1973","http://link.springer.com/article/10.1007/BF00288653","Article"
"The formal definition of a real-time language","Acta Informatica","","16","3","10.1007/BF00289309","John L. HennessyRichard B. Kieburtz","1981","http://link.springer.com/article/10.1007/BF00289309","Article"
"N-dimensional versus (N–1)-dimensional connectivity testing of first-order queries to semi-algebraic sets","Acta Informatica","","42","1","10.1007/s00236-005-0171-5","Floris GeertsLieven SmitsJan Van Den Bussche","2005","http://link.springer.com/article/10.1007/s00236-005-0171-5","Article"
"The behaviour of a single queue in a general queueing network","Acta Informatica","","7","2","10.1007/BF00265766","E. GelenbeG. Pujolle","1976","http://link.springer.com/article/10.1007/BF00265766","Article"
"Eigenschaften der von linearen Automaten erkennbaren Worte","Acta Informatica","","3","4","10.1007/BF00263590","K. EckerH. Ratschek","1974","http://link.springer.com/article/10.1007/BF00263590","Article"
"Edge-disjoint spanning trees and depth-first search","Acta Informatica","","6","2","10.1007/BF00268499","Robert Endre Tarjan","1976","http://link.springer.com/article/10.1007/BF00268499","Article"
"Morphoanalysis of Spanish Texts: Two Applications for Web Pages","Web Engineering","","","","10.1007/3-540-45068-8_94","Octavio Santana SuárezZenón José Hernández FigueroaGustavo Rodríguez Rodríguez","2003","http://link.springer.com/chapter/10.1007/3-540-45068-8_94","Chapter"
"A critique of the foundations of Hoare-style programming logics","Logics of Programs","","","","10.1007/BFb0025790","Michael J. O'Donnell","1982","http://link.springer.com/chapter/10.1007/BFb0025790","Chapter"
"Mitteilungen der Schweizer Informatik Gesellschaft 2/2006","Informatik-Spektrum","","29","2","10.1007/s00287-006-0071-2","","2006","http://link.springer.com/article/10.1007/s00287-006-0071-2","Article"
"Preface","International Journal of Information Security","","7","1","10.1007/s10207-007-0038-6","Pierpaolo DeganoLuca Viganò","2008","http://link.springer.com/article/10.1007/s10207-007-0038-6","Article"
"Applications of the theory of records in the study of random trees","Acta Informatica","","26","1 - 2","10.1007/BF02915448","Luc Devroye","1988","http://link.springer.com/article/10.1007/BF02915448","Article"
"Timing and causality in process algebra","Acta Informatica","","33","4","10.1007/s002360050047","Luca AcetoDavid Murphy","1996","http://link.springer.com/article/10.1007/s002360050047","Article"
"Klaus Samelson","Acta Informatica","","15","1","10.1007/BF00269806","F. L. BauerA. ErshovM. PaulA. J. Perlis","1980","http://link.springer.com/article/10.1007/BF00269806","Article"
"A.N. Habermann 1932–1993","Acta Informatica","","31","1","10.1007/BF01178919","Dana Scott","1994","http://link.springer.com/article/10.1007/BF01178919","Article"
"An endogenous priority model for load control in combined batch—interactive computer systems","Acta Informatica","","7","2","10.1007/BF00265768","Carl E. Landwehr","1976","http://link.springer.com/article/10.1007/BF00265768","Article"
"Multi-queue scheduling of two tasks","Acta Informatica","","7","2","10.1007/BF00265772","Jeffrey R. Spirn","1976","http://link.springer.com/article/10.1007/BF00265772","Article"
"The axiomatic semantics of programs based on Hoare's logic","Acta Informatica","","21","3","10.1007/BF00264252","J. A. BergstraJ. V. Tucker","1984","http://link.springer.com/article/10.1007/BF00264252","Article"
"Grundlagen einer Theorie der Datenstrukturen und Zugriffssysteme","Acta Informatica","","4","3","10.1007/BF00288726","H. -D. Ehrich","1975","http://link.springer.com/article/10.1007/BF00288726","Article"
"The DaQuinCIS Broker: Querying Data and Their Quality in Cooperative Information Systems","Journal on Data Semantics I","","","","10.1007/978-3-540-39733-5_9","Massimo MecellaMonica ScannapiecoAntonino VirgillitoRoberto BaldoniTiziana CatarciCarlo Batini","2003","http://link.springer.com/chapter/10.1007/978-3-540-39733-5_9","Chapter"
"A characterization of set representable labeled partial 2-structures through decompositions","Acta Informatica","","28","1","10.1007/BF02983375","A. EhrenfeuchtG. Rozenberg","1990","http://link.springer.com/article/10.1007/BF02983375","Article"
"Rules of inference for procedure calls","Acta Informatica","","8","2","10.1007/BF00289246","George W. Ernst","1977","http://link.springer.com/article/10.1007/BF00289246","Article"
"Symbolic analysis of linear polyhedra","Engineering with Computers","","6","1","10.1007/BF01200201","Carlo CattaniAlberto Paoluzzi","1990","http://link.springer.com/article/10.1007/BF01200201","Article"
"A conservation law for G/G/m queueing systems","Acta Informatica","","10","1","10.1007/BF00260928","B. BartschG. Bolch","1978","http://link.springer.com/article/10.1007/BF00260928","Article"
"Discovering and Using Design Patterns in the WWW","Multimedia Tools and Applications","","8","3","10.1023/A:1009666108580","Fernando LyardetGustavo RossiDaniel Schwabe","1999","http://link.springer.com/article/10.1023/A%3A1009666108580","Article"
"Tailoring Filter Models","Types for Proofs and Programs","","","","10.1007/978-3-540-24849-1_2","Fabio AlessiFranco BarbaneraMariangiola Dezani-Ciancaglini","2004","http://link.springer.com/chapter/10.1007/978-3-540-24849-1_2","Chapter"
"Strongly transitive automata and the Černý conjecture","Acta Informatica","","46","8","10.1007/s00236-009-0106-7","Arturo CarpiFlavio D’Alessandro","2009","http://link.springer.com/article/10.1007/s00236-009-0106-7","Article"
"Linearly bounded infinite graphs","Acta Informatica","","43","4","10.1007/s00236-006-0022-z","Arnaud CarayolAntoine Meyer","2006","http://link.springer.com/article/10.1007/s00236-006-0022-z","Article"
"Efficient worst-case data structures for range searching","Acta Informatica","","13","2","10.1007/BF00263991","J. L. BentleyH. A. Maurer","1980","http://link.springer.com/article/10.1007/BF00263991","Article"
"Optimum binary search trees","Acta Informatica","","1","1","10.1007/BF00264289","Prof. Dr. D. E. Knuth","1971","http://link.springer.com/article/10.1007/BF00264289","Article"
"Algorithms minimizing mean flow time: schedule-length properties","Acta Informatica","","6","1","10.1007/BF00263740","E. G. Coffman Jr.Ravi Sethi","1976","http://link.springer.com/article/10.1007/BF00263740","Article"
"Nearly optimal hierarchies for network and formula size","Acta Informatica","","23","2","10.1007/BF00289499","M. S. PatersonI. Wegener","1986","http://link.springer.com/article/10.1007/BF00289499","Article"
"Using the Blankinship algorithm to find the general solution of a linear diophantine equation","Acta Informatica","","13","4","10.1007/BF00288771","Susumu MoritoHarvey M. Salkin","1980","http://link.springer.com/article/10.1007/BF00288771","Article"
"Recent trends in legal bibliographical documentation","Computers and the Humanities","","24","5 - 6","10.1007/BF00186489","Rosa Maria Di GiorgiRoberta Nannucci","1990","http://link.springer.com/article/10.1007/BF00186489","Article"
"IT, Ethics and Education : Teaching the Teachers (and their Pupils)","The Information Society: Innovation, Legitimacy, Ethics and Democracy In honor of Professor Jacques Berleur s.j.","","","","10.1007/978-0-387-72381-5_18","Bern Martens","2007","http://link.springer.com/chapter/10.1007/978-0-387-72381-5_18","Chapter"
"Type-checking Revisited: Modular Error-handling","Semantics of Specification Languages (SoSL)","","","","10.1007/978-1-4471-3229-5_12","T. B. Dinesh","1994","http://link.springer.com/chapter/10.1007/978-1-4471-3229-5_12","Chapter"
"Speicheroptimale Formelübersetzung","Acta Informatica","","7","3","10.1007/BF00290337","Werner Kern","1977","http://link.springer.com/article/10.1007/BF00290337","Article"
"Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2","Acta Informatica","","7","4","10.1007/BF00289470","Prof. Dr. Arnold Schönhage","1977","http://link.springer.com/article/10.1007/BF00289470","Article"
"Methods for the automatic construction of error correcting parsers","Acta Informatica","","13","2","10.1007/BF00263989","Johannes Röhrich","1980","http://link.springer.com/article/10.1007/BF00263989","Article"
"On the model of computation of place/transition Petri nets","Application and Theory of Petri Nets 1994","","","","10.1007/3-540-58152-9_3","José MeseguerUgo MontanariVladimiro Sassone","1994","http://link.springer.com/chapter/10.1007/3-540-58152-9_3","Chapter"
"Improving the Quality of Health Service with Smart Communication","Trends in Practical Applications of Agents and Multiagent Systems","","","","10.1007/978-3-642-12433-4_57","Rosa CanoManuel P. RubioAna de Luis","2010","http://link.springer.com/chapter/10.1007/978-3-642-12433-4_57","Chapter"
"An algorithmic study of switch graphs","Acta Informatica","","49","5","10.1007/s00236-012-0160-4","Bastian KatzIgnaz RutterGerhard Woeginger","2012","http://link.springer.com/article/10.1007/s00236-012-0160-4","Article"
"Present-day Hoare-like systems for programming languages with procedures: Power, limits and most likely extensions","Automata, Languages and Programming","","","","10.1007/3-540-10003-2_84","Hans LangmaackErnst-Rüdiger Olderog","1980","http://link.springer.com/chapter/10.1007/3-540-10003-2_84","Chapter"
"CAS-Mine: providing personalized services in context-aware applications by means of generalized rules","Knowledge and Information Systems","","28","2","10.1007/s10115-010-0359-z","Elena BaralisLuca CaglieroTania CerquitelliPaolo GarzaMarco Marchetti","2011","http://link.springer.com/article/10.1007/s10115-010-0359-z","Article"
"An axiomatic definition of the programming language PASCAL","Acta Informatica","","2","4","10.1007/BF00289504","C. A. R. HoareN. Wirth","1973","http://link.springer.com/article/10.1007/BF00289504","Article"
"A note on the density of inherently ambiguous context-free languages","Acta Informatica","","14","3","10.1007/BF00264258","R. Kemp","1980","http://link.springer.com/article/10.1007/BF00264258","Article"
"A characterization of rational D0L power series","Acta Informatica","","48","1","10.1007/s00236-010-0128-1","Juha Honkala","2011","http://link.springer.com/article/10.1007/s00236-010-0128-1","Article"
"Monotone data flow analysis frameworks","Acta Informatica","","7","3","10.1007/BF00290339","Dr. John B. KamDr. Jeffrey D. Ullman","1977","http://link.springer.com/article/10.1007/BF00290339","Article"
"Infinitary rewriting: meta-theory and convergence","Acta Informatica","","44","2","10.1007/s00236-007-0043-2","Stefan Kahrs","2007","http://link.springer.com/article/10.1007/s00236-007-0043-2","Article"
"A Static Communication Elimination Algorithm for Distributed System Verification","Formal Methods and Software Engineering","","","","10.1007/11576280_26","Francesc BabotMiquel BertranAugust Climent","2005","http://link.springer.com/chapter/10.1007/11576280_26","Chapter"
"Pattern Matching over a Dynamic Network of Tuple Spaces","Formal Methods for Open Object-Based Distributed Systems","","","","10.1007/11494881_1","Rocco De NicolaDaniele GorlaRosario Pugliese","2005","http://link.springer.com/chapter/10.1007/11494881_1","Chapter"
"Correction to Null values in nested relational databases by M.A. Roth, H.F. Korth, and A. Silberschatz","Acta Informatica","","28","6","10.1007/BF01463948","M. LeveneG. Loizou","1991","http://link.springer.com/article/10.1007/BF01463948","Article"
"A workload model representative of static and dynamic characteristics","Acta Informatica","","23","3","10.1007/BF00289113","M. CalzarossaM. ItalianiG. Serazzi","1986","http://link.springer.com/article/10.1007/BF00289113","Article"
"COSY — a system specification language based on paths and processes","Acta Informatica","","12","2","10.1007/BF00266047","P. E. LauerP. R. TorrigianiM. W. Shields","1979","http://link.springer.com/article/10.1007/BF00266047","Article"
"Random walks for selected boolean implication and equivalence problems","Acta Informatica","","46","2","10.1007/s00236-009-0089-4","K. SubramaniHong-Jian LaiXiaofeng Gu","2009","http://link.springer.com/article/10.1007/s00236-009-0089-4","Article"
"A hierarchy theorem for multihead stack-counter automata","Acta Informatica","","17","1","10.1007/BF00262976","Satoru Miyano","1982","http://link.springer.com/article/10.1007/BF00262976","Article"
"Lex genetica: The law and ethics of programming biological code","Ethics and Information Technology","","4","2","10.1023/A:1019996311122","Dan L. Burk","2002","http://link.springer.com/article/10.1023/A%3A1019996311122","Article"
"GI-Veranstaltungskalender","Informatik-Spektrum","","34","3","10.1007/s00287-011-0539-6","","2011","http://link.springer.com/article/10.1007/s00287-011-0539-6","Article"
"A branch-and-bound algorithm to obtain an optimal evaluation tree for monotonic Boolean functions","Acta Informatica","","4","4","10.1007/BF00289614","Yu. BreitbartA. Reiter","1975","http://link.springer.com/article/10.1007/BF00289614","Article"
"A theory of abstract data types for program development: Bridging the gap?","Formal Methods and Software Development","","","","10.1007/3-540-15199-0_14","T. S. E. MaibaumPaulo A. S. VelosoM. R. Sadler","1985","http://link.springer.com/chapter/10.1007/3-540-15199-0_14","Chapter"
"Familles de langages translatables et fermées par crochet","Acta Informatica","","2","4","10.1007/BF00289506","L. BoassonJ. P. CrestinM. Nivat","1973","http://link.springer.com/article/10.1007/BF00289506","Article"
"Least upper bound on the cost of optimum binary search trees","Acta Informatica","","1","4","10.1007/BF00289510","Prof. T. C. HuAssist. Prof. K. C. Tan","1972","http://link.springer.com/article/10.1007/BF00289510","Article"
